landslide_id,longitude,latitude,area_m2,perimeter_m,min_lon,min_lat,max_lon,max_lat,utm_x,utm_y
LS_00163,80.68126410885012,7.491811994877983,5386.552132787348,384.9102880420728,80.67546129384637,7.486019097729236,80.68707094568558,7.497605900210891,464833.26463998284,828130.3101478723
LS_00165,80.70904731750488,7.444787979125977,4422.3815455303165,390.1236808153754,80.70325849816251,7.438987273001367,80.71486615745515,7.450573349945367,467895.23434853245,822929.6699188928
LS_00168,80.86381936073303,7.405738830566406,1460.1415141689213,185.5012293222139,80.85801786799088,7.399947722905662,80.86962054285681,7.411529866730146,484972.0614739959,818604.5816857561
LS_00169,80.86922264099121,7.409107208251953,14536.333708802267,1013.2370438038632,80.86342822826582,7.403312443874338,80.87503085406391,7.414894449128146,485568.4401247625,818976.7726714084
LS_00170,80.86553730684167,7.41473388671875,32991.34552786307,1756.5683871866454,80.85973565174646,7.408942874113883,80.87133852220263,7.4205249735762,485161.9432557537,819598.9166984301
LS_00173,80.81614685058594,7.412872314453125,1903.04493844547,288.78704922547394,80.81034466399304,7.407080606754168,80.82194874692266,7.418663966137429,479711.5692371446,819395.0754211891
LS_00176,80.90801544189453,7.3940887451171875,34567.78960318646,962.1455213436068,80.90221479030288,7.388298201312045,80.91381602174307,7.399879214118845,489848.969221454,817315.4293670253
LS_00180,80.9009937286377,7.401723861694336,3711.622759400217,371.6522886569523,80.89519284313253,7.395933228455931,80.9067944571807,7.407514420182989,489074.2694125533,818159.6471027602
LS_00184,80.28737020492554,7.248645782470703,6113.404270028375,323.3531328551963,80.28156383099764,7.242847764660227,80.29317621711792,7.254443743880988,421329.7305269875,801297.673935613
LS_00185,80.93074617385864,7.174673080444336,5565.246513059348,556.3076878673999,80.92494862974145,7.168882800076548,80.93654358239075,7.18046328709748,492353.7216359082,793059.0183680657
LS_00189,80.67240357398987,7.19975471496582,28742.61256412132,1277.6537243378316,80.66660256345132,7.193961140229316,80.67820452746169,7.20554798179792,463832.05151355354,795844.110068597
LS_00190,80.70130920410156,7.199590682983398,1834.5160522311453,200.2693081138481,80.69550850119808,7.1937976537925055,80.70710976000295,7.205383795315089,467023.3657605379,795823.7905163312
LS_00192,80.69132137298584,7.164762496948242,5693.135844822345,505.4158226208969,80.68552060135403,7.158969226481985,80.69712118222542,7.170555590128413,465918.06643658713,791974.3031988754
LS_00197,80.54301261901855,7.177806854248047,17116.189967777795,1068.265212566101,80.53720840189052,7.172019493822992,80.54881287491234,7.183609408276078,449544.1000481333,793430.0138570493
LS_00200,80.52674751281738,7.153957366943359,641.7875651725375,101.76684155175089,80.5209454568989,7.148162204111031,80.53254967113678,7.159752474835214,447745.51659141085,790795.2508699836
LS_00202,80.50492858886719,7.147193908691406,1431.3067271821274,173.3394003748453,80.49912615328545,7.141398616526217,80.51073069729195,7.152989390529644,445335.504381022,790050.0773654471
LS_00204,80.479847240448,7.145071029663086,10502.087288485534,646.3409717281569,80.47404465157283,7.139275319969198,80.48564972425626,7.150866676580207,442565.7497331005,789818.442404688
LS_00210,80.39598970155458,7.117237091064453,5269.935793898435,451.6800206504815,80.39018648245012,7.111440296457155,80.40179273816912,7.123033548580595,433302.02573828294,786752.6120499374
LS_00211,80.41932845115662,7.124977111816406,5008.483704371512,292.933723010387,80.41352552342555,7.11918071388887,80.42513145360726,7.130773442607575,435880.37537395634,787604.990425753
LS_00213,80.42759919166565,7.121246337890625,5110.037370648767,434.0514817057488,80.42178825142835,7.115438827274367,80.43339388960662,7.127031360181599,436793.1761089893,787191.4041179533
LS_00215,80.41905001231602,7.105777740478516,1290.679246858654,157.5764326711164,80.4132519852136,7.099973728277602,80.42485740015584,7.111566433835304,435846.96231971716,785482.4882196605
LS_00217,80.423348903656,7.098064422607422,4705.230523191475,380.5733232489191,80.41754612532294,7.092267924971143,80.42915123289183,7.103860520303177,436320.63409976463,784629.1685534307
LS_00218,80.4245921997797,7.078104019165039,2250.5994664879227,239.6051482173021,80.41878979158426,7.072307556291805,80.43039433098255,7.083900092851054,436455.2006777294,782422.3276810151
LS_00219,80.4324813570295,7.082193374633789,1896.3982888530077,183.38607964216743,80.42667890513044,7.076396959457914,80.43828337422813,7.08798932167036,437327.01477605785,782873.3441168108
LS_00220,80.44757095972696,7.089103698730469,3195.9562118691624,251.71080031228632,80.4417691283152,7.083308129159999,80.45337343729645,7.094900155327116,438994.3698739016,783635.2858174049
LS_00221,80.43952751159668,7.098320007324219,1789.1119285987154,177.62004449417842,80.4337251346943,7.0925238618127535,80.44532987743705,7.1041160861835895,438107.3223301614,784655.2331290116
LS_00223,80.52363699952329,7.124127717746056,3631.784728370258,258.1385143443193,80.5178351769813,7.118332349567416,80.52943866287879,7.129922658546323,447398.6520866072,787497.9102199879
LS_00226,80.464106798172,7.065547943115234,1982.348077297072,172.5865265959533,80.45830530892519,7.059751797885924,80.46990860443056,7.07134341112932,440817.50092472474,781029.0184626176
LS_00227,80.61561479287988,7.072349548339844,4945.152766620633,381.0306631482969,80.60981473895201,7.0665554644290856,80.62141469117805,7.078143564913913,457550.52090410586,781764.4016752053
